id,type,address,number,postal_code,municipality,province,location,public,available,hours,full_address,lat,lon,new_lat,new_lon,new_province,lon_mclp,lat_mclp,province_mclp
13.0,,Blvd. fr. roosevelt,24.0,7060,Soignies,Hainaut,,Y,,,"Blvd. fr. roosevelt, 7060 Soignies, Hainaut",50.5760416,4.0657403,51.061386666666664,5.072846666666667,Provincie Limburg,5.07134,51.05912,Provincie Limburg
70.0,,Ch. de wégimont,76.0,4630,Ayeneux,Liège,,,,,"Ch. de wégimont, 4630 Ayeneux, Liège",50.6076801,5.7301866,51.0381015,3.7370195,Provincie Oost-Vlaanderen,2.958684,51.0314105,Provincie West-Vlaanderen
71.0,,Place saint-lambert,,4020,Liège,Liège,,,,,"Place saint-lambert, 4020 Liège, Liège",50.6456222,5.5736201,50.83804067770589,4.443571394435295,Brussels Hoofdstedelijk Gewest,4.35018,50.451435000000004,Provincie Henegouwen
72.0,,Rue du doyard,,4990,Lierneux,Liège,,,,,"Rue du doyard, 4990 Lierneux, Liège",50.2874163,5.7863246,50.596113333333335,5.504007777777778,Provincie Luik,5.32796,49.81451666666667,Provincie Luxemburg
73.0,,Fond saint servais,,4000,Liège,Liège,,,,,"Fond saint servais, 4000 Liège, Liège",50.6468058,5.5710309,51.059662,2.8932,Provincie West-Vlaanderen,3.61773,50.59136,Provincie Henegouwen
74.0,,Rue des prémontrès,12.0,4020,Liège,Liège,,,,,"Rue des prémontrès, 4020 Liège, Liège",50.637795,5.5743458,51.224381666666666,4.41785375,Provincie Antwerpen,5.49494,50.965732,Provincie Limburg
75.0,,Route de bastogne,1.0,4920,Harzé,Liège,,,,,"Route de bastogne, 4920 Harzé, Liège",50.4377504,5.6673911,50.4166925,4.3885825,Provincie Henegouwen,4.031521571428572,50.932849000000004,Provincie Oost-Vlaanderen
76.0,,Rue du parc,1.0,4540,Jehay,Liège,,,,,"Rue du parc, 4540 Jehay, Liège",50.5786968,5.3257587,49.78141,5.47992,Provincie Luxemburg,4.698426333333334,50.881357,Provincie Vlaams-Brabant
77.0,,Blvd. de la constitution,19.0,4020,Liège,Liège,,,,,"Blvd. de la constitution, 4020 Liège, Liège",50.6441832,5.5882429,50.469811428571425,3.8424771428571423,Provincie Henegouwen,3.2185727999999996,51.1983484,Provincie West-Vlaanderen
78.0,,Place de la république française ,,4000,Liège,Liège,,,,,"Place de la république française , 4000 Liège, Liège",50.6434288,5.5718235,50.62539,3.30962,Provincie Henegouwen,3.95241,50.452762500000006,Provincie Henegouwen
79.0,,Rue darchis,33.0,4020,Liège,Liège,,,,,"Rue darchis, 4020 Liège, Liège",50.6370996,5.5649557,50.46478428571429,4.871467142857143,Provincie Namen,5.8563725,50.4907475,Provincie Luik
86.0,,Schumanplein,11.0,1040,Brussel,Bruxelles-brussel,,,,,"Schumanplein, 1040 Brussel, Bruxelles-brussel",50.8421891,4.3835297,51.1829644,3.2218804,Provincie West-Vlaanderen,5.48309,50.30415,Provincie Luxemburg
87.0,,Uitbreidingstraat,,2600,Berchem,Antwerpen,,,,,"Uitbreidingstraat, 2600 Berchem, Antwerpen",51.1967334,4.4294545,50.99638,5.521855,Provincie Limburg,2.9631689999999997,51.2481772,Provincie West-Vlaanderen
95.0,,Peperstraat,2.0,3300,Tienen,Vlaams-brabant,,Y,,,"Peperstraat, 3300 Tienen, Vlaams-brabant",50.8065188,4.9375261,50.67244,5.97371,Provincie Luik,4.616429999999999,50.263645,Provincie Namen
96.0,,Graafschap-jettelaan,2.0,1090,Brussel,Bruxelles-brussel,,,,,"Graafschap-jettelaan, 1090 Brussel, Bruxelles-brussel",50.8830257,4.3333836,51.068947875,4.030651375,Provincie Oost-Vlaanderen,4.488775,50.71558,Provincie Waals-Brabant
97.0,,Sint-pieterskerstraat,,1090,Brussel,Bruxelles-brussel,,,,,"Sint-pieterskerstraat, 1090 Brussel, Bruxelles-brussel",50.8802534,4.3250605,51.01396833333333,4.874860666666667,Provincie Vlaams-Brabant,3.1124855,50.8416435,Provincie West-Vlaanderen
98.0,,Wemmelsestweg,100.0,1090,Brussel,Bruxelles-brussel,,,,,"Wemmelsestweg, 1090 Brussel, Bruxelles-brussel",50.8747739,4.3314996,50.948286333333336,3.151406333333333,Provincie West-Vlaanderen,5.094266666666667,50.295296666666665,Provincie Namen
100.0,,Rue pietro ferrero,5.0,6700,Arlon,Luxembourg,,N,,,"Rue pietro ferrero, 6700 Arlon, Luxembourg",49.6745435,5.818557,50.803391182333336,4.333677635566667,Brussels Hoofdstedelijk Gewest,5.67284,50.942146666666666,Provincie Limburg
101.0,,Tweestationsstraat,80.0,1070,Brussel,Bruxelles-brussel,,,,,"Tweestationsstraat, 1070 Brussel, Bruxelles-brussel",50.8314212,4.3222147,51.176303,4.836287,Provincie Antwerpen,4.72335,50.997803,Provincie Vlaams-Brabant
102.0,,Nieuwe weg ,1.0,2070,Zwijndrecht,Antwerpen,,Y,,,"Nieuwe weg , 2070 Zwijndrecht, Antwerpen",51.2398636,4.3272098,50.429075,4.190321666666667,Provincie Henegouwen,4.62499,51.33414,Provincie Antwerpen
111.0,,Hermeslaan,2.0,1831,Machelenbt),Vlaams-brabant,,,,,"Hermeslaan, 1831 Machelenbt), Vlaams-brabant",50.8819608,4.441951,50.75449075,5.08557725,Provincie Vlaams-Brabant,5.50687,50.089855,Provincie Luxemburg
115.0,,Gemeenteplein,1.0,3798,Voeren  s gravenvoeren,Limburg,,Y,,,"Gemeenteplein, 3798 Voeren  s gravenvoeren, Limburg",50.7597774,5.7596643,50.8644535,4.082407833333333,Provincie Vlaams-Brabant,2.96158,50.795514999999995,Provincie Henegouwen
116.0,,Remersdaal-dorp,1.0,3791,Remersdaal,Limburg,,,,,"Remersdaal-dorp, 3791 Remersdaal, Limburg",50.7297617,5.8785602,49.681235,5.771845,Provincie Luxemburg,5.02195,49.9412,Provincie Namen
117.0,,Sint-pieterstraat ,20.0,3792,Sint-pieters-voeren,Limburg,,Y,,,"Sint-pieterstraat , 3792 Sint-pieters-voeren, Limburg",50.7353624,5.8246102,50.8819716,4.7238816,Provincie Vlaams-Brabant,3.8469135000000003,51.1657065,Provincie Oost-Vlaanderen
118.0,,Kerkplein,1.0,3790,Moelingen,Limburg,,Y,,,"Kerkplein, 3790 Moelingen, Limburg",50.7572831,5.7107026,50.9060704,3.5294778,Provincie Oost-Vlaanderen,4.1202125,50.473935,Provincie Henegouwen
119.0,,Gieveldstraat,,3793,Teuven,Limburg,,Y,,,"Gieveldstraat, 3793 Teuven, Limburg",50.7518324,5.8759546,51.04971666666667,4.463856666666667,Provincie Antwerpen,4.624105,50.719695,Provincie Waals-Brabant
120.0,,Kerkstraat,1.0,3790,Voeren,Limburg,,Y,,,"Kerkstraat, 3790 Voeren, Limburg",50.7488563,5.812563,50.273428,4.897664,Provincie Namen,4.2960765,50.735296500000004,Provincie Vlaams-Brabant
167.0,,Vanhalstraat,1.0,1500,Halle,Vlaams-brabant,,y,,,"Vanhalstraat, 1500 Halle, Vlaams-brabant",50.73248479999999,4.234912899999999,51.032785,5.270505,Provincie Limburg,4.012961333333333,51.050874666666665,Provincie Oost-Vlaanderen
170.0,,Brikkenovenstraat,48.0,3600,Genk,Limburg,,N,,,"Brikkenovenstraat, 3600 Genk, Limburg",50.9792712,5.4711585,50.27783,5.90979,Provincie Luxemburg,3.229055,51.339773,Provincie West-Vlaanderen
214.0,,Rue de l église,,1150,Bruxelles,Bruxelles-brussel,,,,,"Rue de l église, 1150 Bruxelles, Bruxelles-brussel",50.8407211,4.4634331,50.42709857142857,4.574102857142857,Provincie Henegouwen,5.79216,51.0954625,Provincie Limburg
218.0,,Cours des mineurs,,4000,Liège,Liège,,,,,"Cours des mineurs, 4000 Liège, Liège",50.6472929,5.5760923,50.49067733333333,5.096506,Provincie Namen,4.076532333333334,50.843141,Provincie Vlaams-Brabant
219.0,,Rue des croisiers,15.0,4000,Liège,Liège,,,,,"Rue des croisiers, 4000 Liège, Liège",50.6393547,5.5761561,50.22247,5.340314,Provincie Luxemburg,4.856786,50.995074,Provincie Vlaams-Brabant
220.0,,Rue de l école technique ,,4040,Herstal,Liège,,,,,"Rue de l école technique , 4040 Herstal, Liège",50.6715508,5.6402438,51.121827,2.6391631111111113,Provincie West-Vlaanderen,5.863777499999999,50.590090000000004,Provincie Luik
221.0,,Rue de wallonie,30.0,4460,Bierset,Liège,,,,,"Rue de wallonie, 4460 Bierset, Liège",50.653661,5.4888011,51.1252465,4.2747495,Provincie Oost-Vlaanderen,3.357887,51.081035,Provincie West-Vlaanderen
222.0,,Rue paul d andrimont,24.0,4630,Micheroux,Liège,,,,,"Rue paul d andrimont, 4630 Micheroux, Liège",50.6258166,5.7163815,50.8199888,3.2784972,Provincie West-Vlaanderen,4.379785,51.22816,Provincie Antwerpen
223.0,,Bd. léon philippet,83.0,4000,Liège,Liège,,,,,"Bd. léon philippet, 4000 Liège, Liège",50.6527913,5.5594107,51.2197012,2.8996068,Provincie West-Vlaanderen,4.94339,51.167525,Provincie Antwerpen
224.0,,Rue du commerce,14.0,4100,Seraing,Liège,,,,,"Rue du commerce, 4100 Seraing, Liège",50.6126943,5.5083713,51.2113875,4.5970275,Provincie Antwerpen,4.60757,51.09900666666667,Provincie Antwerpen
225.0,,Rue peetermans,80.0,4100,Seraing,Liège,,,,,"Rue peetermans, 4100 Seraing, Liège",50.6117019,5.5101966,51.386615,4.89043,Provincie Antwerpen,4.410716666666667,50.87415333333333,Brussels Hoofdstedelijk Gewest
226.0,,Rue j. stassart,15.0,4367,Crisnée,Liège,,,,,"Rue j. stassart, 4367 Crisnée, Liège",50.7081407,5.3898948,50.709505,5.661020000000001,Provincie Luik,5.70923,50.73392857142857,Provincie Luik
227.0,,Route de dinant,119.0,4020,Liège,Liège,,,,,"Route de dinant, 4020 Liège, Liège",50.6415737,5.5823234,50.7263275,4.61221,Provincie Waals-Brabant,4.76596,51.39284,Provincie Antwerpen
228.0,,Rue de huy,123.0,4300,Waremme,Liège,,,,,"Rue de huy, 4300 Waremme, Liège",50.6743418,5.2512582,50.00263,5.22514,Provincie Luxemburg,2.7989635,51.175777499999995,Provincie West-Vlaanderen
229.0,,Rue de sélys,35.0,4300,Waremme,Liège,,,,,"Rue de sélys, 4300 Waremme, Liège",50.6906196,5.2420853,50.8929045,3.8880115,Provincie Oost-Vlaanderen,4.51877,50.09682,Provincie Namen
230.0,,Rue st. pierre,48.0,4500,Huy,Liège,,,,,"Rue st. pierre, 4500 Huy, Liège",50.5224312,5.2355908,50.64326,3.59979,Provincie Henegouwen,5.10379,50.49143,Provincie Namen
231.0,,Avenue delchambre,6.0,4500,Huy,Liège,,,,,"Avenue delchambre, 4500 Huy, Liège",50.5212782,5.2402073,50.10629,4.45401,Provincie Namen,4.496213,50.9176905,Provincie Vlaams-Brabant
232.0,,Rue lambert marlet,23.0,4020,Liège,Liège,,,,,"Rue lambert marlet, 4020 Liège, Liège",50.6844201,5.7233941,51.18867,3.5420565,Provincie Oost-Vlaanderen,3.052768,51.173366,Provincie West-Vlaanderen
233.0,,Rue aux laines,69.0,4800,Verviers,Liège,,,,,"Rue aux laines, 4800 Verviers, Liège",50.5891081,5.8515833,50.7703,3.002778,Provincie Henegouwen,5.59787,51.13859,Provincie Limburg
234.0,,Rue av. peltzer,40.0,4020,Liège,Liège,,,,,"Rue av. peltzer, 4020 Liège, Liège",50.6423532,5.6279411,51.08909,5.704983333333333,Provincie Limburg,3.88022,50.992903,Provincie Oost-Vlaanderen
235.0,,Route du canada,157.0,4910,La reid,Liège,,,,,"Route du canada, 4910 La reid, Liège",50.4893888,5.790589,50.67955666666667,4.267573333333333,Provincie Waals-Brabant,5.587764285714285,50.63356,Provincie Luik
238.0,,Route de botrange,131.0,4950,Robertville,Liège,,,,,"Route de botrange, 4950 Robertville, Liège",50.4907832,6.1058516,50.85706618566667,4.318894381755555,Brussels Hoofdstedelijk Gewest,3.13975,51.306723,Provincie West-Vlaanderen
240.0,,Avenue montesquieu,6.0,4101,Jemeppe-sur-meuse,Liège,,,,,"Avenue montesquieu, 4101 Jemeppe-sur-meuse, Liège",50.6189796,5.5151582,50.59527,5.32811,Provincie Luik,4.93206,50.61749,Provincie Namen
242.0,,Rue grand puits,,4040,Herstal,Liège,,,,,"Rue grand puits, 4040 Herstal, Liège",50.6716874,5.6393763,50.64167454545455,5.568192272727273,Provincie Luik,4.2401365,50.952207,Provincie Vlaams-Brabant
259.0,,Rue de la bouviere,1.0,4190,Vieuxville,Liège,,,,,"Rue de la bouviere, 4190 Vieuxville, Liège",50.39379,5.54955,50.57178,5.87853,Provincie Luik,3.5996156,50.7467532,Provincie Oost-Vlaanderen
275.0,,Da vincilaan,,1930,Zaventem,Vlaams-brabant,,,,,"Da vincilaan, 1930 Zaventem, Vlaams-brabant",50.8892246,4.4591702,51.36187,4.4818549999999995,Provincie Antwerpen,4.2639755,51.227087999999995,Provincie Oost-Vlaanderen
277.0,Appareil Mobile- Mobiel apparaat,Adriaan brouwerstraat,24.0,2000,Antwerpen,Antwerpen,,,,,"Adriaan brouwerstraat, 2000 Antwerpen, Antwerpen",51.2275756,4.4034814,51.213249,5.422888,Provincie Limburg,5.9418,50.29329,Provincie Luxemburg
282.0,,Kempenarestraat,53.0,2860,Sint-katelijne-waver,Antwerpen,,Y,,,"Kempenarestraat, 2860 Sint-katelijne-waver, Antwerpen",51.0640782,4.5193812,50.85634,2.743689,Provincie West-Vlaanderen,3.7452033333333334,50.42157666666667,Provincie Henegouwen
310.0,,Koninginnelaan,1.0,8400,Oostende,West-vlaanderen,,,,,"Koninginnelaan, 8400 Oostende, West-vlaanderen",51.2226732,2.9116038,50.80369,5.33495,Provincie Limburg,5.691525,50.465199999999996,Provincie Luik
311.0,,Northlaan,13.0,8400,Oostende,West-vlaanderen,,,,,"Northlaan, 8400 Oostende, West-vlaanderen",51.2180627,2.8892599,51.18546,5.109822,Provincie Antwerpen,2.907574888888889,51.22050866666667,Provincie West-Vlaanderen
312.0,,Kursaal-oosthelling,12.0,8400,Oostende,West-vlaanderen,,,,,"Kursaal-oosthelling, 8400 Oostende, West-vlaanderen",51.232146,2.9126781,50.76254,3.82109475,Provincie Oost-Vlaanderen,5.01988,51.41713,Provincie Antwerpen
313.0,,Leopold van tyghemlaan,62.0,8400,Oostende,West-vlaanderen,,,,,"Leopold van tyghemlaan, 8400 Oostende, West-vlaanderen",51.2162365,2.8874038,51.054877142857144,4.622517142857143,Provincie Antwerpen,4.02316,50.68864,Provincie Henegouwen
315.0,,Wetstraat,23.0,1040,Brussel,Bruxelles-brussel,,,,,"Wetstraat, 1040 Brussel, Bruxelles-brussel",50.8436372,4.377997,51.153302333333336,4.1387777777777774,Provincie Oost-Vlaanderen,6.166985,50.434290000000004,Provincie Luik
316.0,,Grotesteenweg-noord,9.0,9052,Gent,Oost-vlaanderen,,,,,"Grotesteenweg-noord, 9052 Gent, Oost-vlaanderen",51.0132601,3.7058792,50.926975454545456,5.337233636363637,Provincie Limburg,5.217513333333334,50.160113333333335,Provincie Namen
317.0,,Kunstlaan,16.0,3500,Hasselt,Limburg,,,,,"Kunstlaan, 3500 Hasselt, Limburg",50.9270688,5.3454196,50.42807,6.25859,Provincie Luik,4.697535,50.561385,Provincie Namen
318.0,,Interleuvenlaan ,58.0,3001,Leuven,Vlaams-brabant,,,,,"Interleuvenlaan , 3001 Leuven, Vlaams-brabant",50.8507187,4.7303674,51.238101,3.150988,Provincie West-Vlaanderen,4.5854859999999995,51.241926,Provincie Antwerpen
319.0,,Sint-katelijnestraat ,154.0,2800,Mechelen,Antwerpen,,,,,"Sint-katelijnestraat , 2800 Mechelen, Antwerpen",51.0317768,4.4766294,50.809591375,4.932255125,Provincie Vlaams-Brabant,4.455360000000001,51.140365,Provincie Antwerpen
320.0,,Hof ter weze,1.0,8800,Roeselare,West-vlaanderen,,,,,"Hof ter weze, 8800 Roeselare, West-vlaanderen",50.92374,3.11918,50.960722,3.2992777999999996,Provincie West-Vlaanderen,3.1414865,51.02449,Provincie West-Vlaanderen
321.0,,Patersstraat,100.0,2300,Turnhout,Antwerpen,,,,,"Patersstraat, 2300 Turnhout, Antwerpen",51.3262867,4.9494814,50.00226,5.6976949999999995,Provincie Luxemburg,5.098677,50.733396,Provincie Vlaams-Brabant
323.0,,Interleuven,58.0,3001,Leuven,Vlaams-brabant,,,,,"Interleuven, 3001 Leuven, Vlaams-brabant",50.8826624,4.6967705,51.321976,3.300862,Provincie West-Vlaanderen,4.044444,51.210236,Provincie Oost-Vlaanderen
328.0,, ingelmunstersteenweg,11.0,8760,Meulebeke,West-vlaanderen,,,,," ingelmunstersteenweg, 8760 Meulebeke, West-vlaanderen",50.9444025,3.2766949,50.832325,5.553875,Provincie Limburg,4.748355,51.058525,Provincie Antwerpen
335.0,,Chaussée de haecht,1405.0,1130,Bruxelles,Bruxelles-brussel,,,,,"Chaussée de haecht, 1130 Bruxelles, Bruxelles-brussel",50.8812591,4.4160117,50.568115,4.6905725,Provincie Namen,3.728069,51.203255,Provincie Oost-Vlaanderen
341.0,,Avenue du bois st. jean,21.0,4000,Liège,Liège,,,,,"Avenue du bois st. jean, 4000 Liège, Liège",50.5788411,5.5554202,50.611154444444445,4.137725555555556,Provincie Henegouwen,4.45291,51.46061,Provincie Antwerpen
344.0,,Keienpoelweg,6.0,3300,Tienen,Vlaams-brabant,,Y,,,"Keienpoelweg, 3300 Tienen, Vlaams-brabant",50.7953429,4.9902691,51.223668,3.752934,Provincie Oost-Vlaanderen,4.524585,50.405735,Provincie Henegouwen
346.0,,Avenue de gaulle,2.0,7500,Tournai,Hainaut,,Y,,,"Avenue de gaulle, 7500 Tournai, Hainaut",50.6058876,3.3782135,50.964124,4.094956,Provincie Oost-Vlaanderen,4.70934,51.16498,Provincie Antwerpen
349.0,,Haven 1968 sint annalaan ,1.0,9130,Kallo,Oost-vlaanderen,,Y,,,"Haven 1968 sint annalaan , 9130 Kallo, Oost-vlaanderen",51.2881745,4.2892698,51.291668333333334,4.94614,Provincie Antwerpen,3.44989025,51.2045555,Provincie Oost-Vlaanderen
354.0,,Bld leopold ii,44.0,1080,Bruxelles,Bruxelles-brussel,,,,,"Bld leopold ii, 1080 Bruxelles, Bruxelles-brussel",50.860875,4.3386838,50.844410161357146,4.378429765378572,Brussels Hoofdstedelijk Gewest,2.658971,50.845272,Provincie West-Vlaanderen
355.0,,Adolphe lavallée,1.0,1080,Bruxelles,Bruxelles-brussel,,,,,"Adolphe lavallée, 1080 Bruxelles, Bruxelles-brussel",50.8589961,4.3419258,49.58345,5.554416666666667,Provincie Luxemburg,3.413506,50.781976,Provincie West-Vlaanderen
356.0,,Bld. du jardin botanique,,1000,Bruxelles,Bruxelles-brussel,,,,,"Bld. du jardin botanique, 1000 Bruxelles, Bruxelles-brussel",50.8546109,4.3606333,50.416444,4.486344,Provincie Henegouwen,5.38238,50.52943,Provincie Luik
357.0,,Ch. st-joseph,4.0,1440,Braine-le-château,Brabant wallon,,,,,"Ch. st-joseph, 1440 Braine-le-château, Brabant wallon",50.6715622,4.3055208,51.05243233333333,3.1057683333333332,Provincie West-Vlaanderen,4.17841475,50.87132275,Provincie Vlaams-Brabant
358.0,,Rue des boignées,13.0,1440,Wauthier-braine,Brabant wallon,,,,,"Rue des boignées, 1440 Wauthier-braine, Brabant wallon",50.6737108,4.3023311,50.716799333333334,4.397176,Provincie Waals-Brabant,5.575805,50.80688,Provincie Limburg
359.0,,Rue de l institut,8.0,6040,Jumet,Hainaut,,,,,"Rue de l institut, 6040 Jumet, Hainaut",50.44272489999999,4.4370311,50.48111,5.7060466666666665,Provincie Luik,5.64842,49.73456,Provincie Luxemburg
360.0,,Rue de bricgniot,196.0,5002,Saint-servais,Namur,,,,,"Rue de bricgniot, 5002 Saint-servais, Namur",50.4818182,4.8266295,50.192955,4.1762999999999995,Provincie Henegouwen,3.2619543333333336,50.836173,Provincie West-Vlaanderen
361.0,,Rue sur les bois,113.0,4870,Fraipont,Liège,,,,,"Rue sur les bois, 4870 Fraipont, Liège",50.5608393,5.746647,50.18241,5.55821,Provincie Luxemburg,4.3545549999999995,51.161837500000004,Provincie Antwerpen
362.0,,Rue de l hydrion 108l,108.0,6700,Arlon,Luxembourg,,,,,"Rue de l hydrion 108l, 6700 Arlon, Luxembourg",49.6836918,5.7942668,51.34832545454545,4.676888181818182,Provincie Antwerpen,4.204773,51.129925,Provincie Oost-Vlaanderen
364.0,,Place des sports,3.0,1348,Louvain-la-neuve,Brabant wallon,,,,,"Place des sports, 1348 Louvain-la-neuve, Brabant wallon",50.670199,4.6014444,50.7978895,3.128734,Provincie West-Vlaanderen,4.78534,50.69688,Provincie Waals-Brabant
365.0,,Rue de la marlette,3.0,7180,Seneffe,Hainaut,,,,,"Rue de la marlette, 7180 Seneffe, Hainaut",50.5083586,4.2686247,51.175795,4.401072,Provincie Antwerpen,4.367285,51.003555500000004,Provincie Vlaams-Brabant
366.0,,Av. de la sapinette,3.0,7000,Mons,Hainaut,,,,,"Av. de la sapinette, 7000 Mons, Hainaut",50.4668862,3.9417508,50.976245,5.698997500000001,Provincie Limburg,4.82292,50.21554,Provincie Namen
367.0,,Av. du lac ,56.0,7640,Antoing,Hainaut,,,,,"Av. du lac , 7640 Antoing, Hainaut",50.5455338,3.4469539,50.879918,3.65589,Provincie Oost-Vlaanderen,5.0933399999999995,51.308635,Provincie Antwerpen
368.0,,Av. amédée hesse,41.0,4900,Spa,Liège,,,,,"Av. amédée hesse, 4900 Spa, Liège",50.4980027,5.8808452,51.015305999999995,4.243971999999999,Provincie Vlaams-Brabant,4.42012,50.22133,Provincie Namen
369.0,,Ile de campana,,4030,Grivegnée,Liège,,,,,"Ile de campana, 4030 Grivegnée, Liège",50.5979533,5.592257099999999,50.439294,3.9465,Provincie Henegouwen,3.808255,50.551915,Provincie Henegouwen
370.0,,Allée des sports,63.0,4000,Liège,Liège,,,,,"Allée des sports, 4000 Liège, Liège",50.5772729,5.5690988,50.549011666666665,3.734496666666667,Provincie Henegouwen,5.31952,49.71491,Provincie Luxemburg
371.0,,Allée du stade,3.0,5100,Jambes,Namur,,,,,"Allée du stade, 5100 Jambes, Namur",50.4564594,4.8739337,49.820685,5.093675,Provincie Luxemburg,4.77549,50.42153,Provincie Namen
372.0,,Rue chéravoie,2.0,6840,Neufchâteau,Luxembourg,,,,,"Rue chéravoie, 6840 Neufchâteau, Luxembourg",49.8408789,5.4334105,51.0062128,3.8797296,Provincie Oost-Vlaanderen,4.833716,50.841548,Provincie Vlaams-Brabant
373.0,,Site de l eau d heure,4.0,6440,Froidchapelle,Hainaut,,,,,"Site de l eau d heure, 6440 Froidchapelle, Hainaut",50.1857528,4.3823302,50.29622,5.03622,Provincie Namen,5.80363,49.56848333333333,Provincie Luxemburg
374.0,,Allée des sports,12.0,6280,Loverval,Hainaut,,,,,"Allée des sports, 6280 Loverval, Hainaut",50.3708294,4.4721495,51.228771333333334,4.466816666666666,Provincie Antwerpen,5.06765,49.791405,Provincie Luxemburg
375.0,,Rue du liry,21.0,6810,Chiny,Luxembourg,,,,,"Rue du liry, 6810 Chiny, Luxembourg",49.7371728,5.3463578,50.799566666666664,5.212133333333333,Provincie Limburg,4.6357265000000005,50.957944,Provincie Vlaams-Brabant
376.0,,Chée de wavre,2057.0,1160,Bruxelles,Bruxelles-brussel,,,,,"Chée de wavre, 1160 Bruxelles, Bruxelles-brussel",50.821486,4.4066304,50.917813249999995,3.44986675,Provincie Oost-Vlaanderen,5.5478175,50.566537499999995,Provincie Luik
377.0,,Av. mounier,87.0,1200,Bruxelles,Bruxelles-brussel,,,,,"Av. mounier, 1200 Bruxelles, Bruxelles-brussel",50.8507765,4.4537123,50.605435,3.3985833333333337,Provincie Henegouwen,4.538442,50.805282500000004,Provincie Vlaams-Brabant
378.0,,Rue des grives,53.0,1070,Bruxelles,Bruxelles-brussel,,,,,"Rue des grives, 1070 Bruxelles, Bruxelles-brussel",50.8165794,4.2971445,50.744797,3.5976733333333333,Provincie Oost-Vlaanderen,6.00427,50.71053,Provincie Luik
379.0,,Omer vanaudenhovelaan,48.0,3290,Diest,Vlaams-brabant,,Y,,,"Omer vanaudenhovelaan, 3290 Diest, Vlaams-brabant",50.9856745,5.0621823,50.908769,4.59859,Provincie Vlaams-Brabant,3.6902305,50.919073499999996,Provincie Oost-Vlaanderen
380.0,,Fabriekstraat,,3980,Tessenderlo,Limburg,,,,,"Fabriekstraat, 3980 Tessenderlo, Limburg",50.818084,5.1730648,51.01851125,3.623403,Provincie Oost-Vlaanderen,4.952155250000001,51.009024,Provincie Vlaams-Brabant
381.0,,Pastorijstraat ,118.0,3300,Tienen,Vlaams-brabant,,Y,,,"Pastorijstraat , 3300 Tienen, Vlaams-brabant",50.7886517,4.9198733,50.91906433333333,2.9628483333333335,Provincie West-Vlaanderen,5.171965,50.92566,Provincie Limburg
383.0,,Brand whitlocklaan,165.0,1200,Brussel,Bruxelles-brussel,,,,,"Brand whitlocklaan, 1200 Brussel, Bruxelles-brussel",50.8422687,4.4061025,50.92885733333333,4.018314,Provincie Oost-Vlaanderen,3.1392895,51.1399435,Provincie West-Vlaanderen
384.0,,Gobelinstraat,3.0,9700,Oudenaarde,Oost-vlaanderen,,,,,"Gobelinstraat, 9700 Oudenaarde, Oost-vlaanderen",50.8483672,3.6026861,50.29071,6.13371,Provincie Luik,5.36197,50.7338,Provincie Luik
385.0,,Kolonel begaultlaan ,15.0,3012,Wilsele,Vlaams-brabant,,,,,"Kolonel begaultlaan , 3012 Wilsele, Vlaams-brabant",50.8958652,4.7062523,51.2440685,4.272501,Provincie Oost-Vlaanderen,4.004579,51.124378,Provincie Oost-Vlaanderen
387.0,,Beeldhouwkunstlaan,,1700,Dilbeek,Vlaams-brabant,,N,,,"Beeldhouwkunstlaan, 1700 Dilbeek, Vlaams-brabant",50.84208,4.2795,50.35339,5.493655,Provincie Luxemburg,3.70174,50.49593,Provincie Henegouwen
389.0,,Kapelstraat,100.0,9100,Sint-niklaas,Oost-vlaanderen,,Y,,,"Kapelstraat, 9100 Sint-niklaas, Oost-vlaanderen",51.1507477,4.1539129,50.252251666666666,4.600405,Provincie Namen,3.8254479999999997,51.090429,Provincie Oost-Vlaanderen
390.0,,Vierwegstraat,194.0,8800,Roeselare,West-vlaanderen,,,,,"Vierwegstraat, 8800 Roeselare, West-vlaanderen",50.949417,3.1488381,50.61482,5.6781,Provincie Luik,4.71249,51.265415000000004,Provincie Antwerpen
396.0,,Paderstraat ,158.0,8620,Nieuwpoort,West-vlaanderen,,,,,"Paderstraat , 8620 Nieuwpoort, West-vlaanderen",51.1153091,2.772014,51.169275454545456,4.9808627272727275,Provincie Antwerpen,3.451842,51.08563,Provincie Oost-Vlaanderen
398.0,,Haarlebeek,3.0,2275,Lille,Antwerpen,,,,,"Haarlebeek, 2275 Lille, Antwerpen",51.2835329,4.827163,50.925095166666665,4.431773833333334,Provincie Vlaams-Brabant,5.49141,49.82856,Provincie Luxemburg
399.0,,Pedro colomalaan,25.0,2880,Bornem,Antwerpen,,,,,"Pedro colomalaan, 2880 Bornem, Antwerpen",51.0921553,4.2518637,50.863012000000005,4.213809,Provincie Vlaams-Brabant,4.82044,51.12386,Provincie Antwerpen
403.0,,Parc industriel zone a,,7011,Ghlin,Hainaut,,,,,"Parc industriel zone a, 7011 Ghlin, Hainaut",50.4795587,3.8959785,51.070108,3.464033,Provincie Oost-Vlaanderen,3.7636483333333333,50.803725,Provincie Oost-Vlaanderen
404.0,,Wiemesmeerstraat ,105.0,3600,Genk,Limburg,,Y,,,"Wiemesmeerstraat , 3600 Genk, Limburg",50.9803234,5.5471722,51.07156666666667,4.786556666666667,Provincie Antwerpen,3.4935,50.54407,Provincie Henegouwen
